customer_id,city,state,pop_thousand,land_sq_meter,pop_size,city_type,city_lctn
E13280,Dallas,TX,1348,879,middle,other,south
E15845,Las Vegas,NV,675,367,small,sightseeing,west
E13488,New York,NY,8177,778,big,metro,east
E15101,Philadelphia,PA,1585,348,middle,other,east
E16094,San Diego,CA,1429,844,middle,sightseeing,west
E16705,Chicago,IL,2671,589,middle,metro,east
E16422,Houston,TX,2325,1658,middle,other,south
E14961,Los Angeles,CA,3985,1216,middle,metro,west
E14426,Las Vegas,NV,675,367,small,sightseeing,west
E16306,New York,NY,8177,778,big,metro,east
E13115,New York,NY,8177,778,big,metro,east
E16191,New York,NY,8177,778,big,metro,east
E13047,New York,NY,8177,778,big,metro,east
E17696,Los Angeles,CA,3985,1216,middle,metro,west
E14702,New York,NY,8177,778,big,metro,east
E14031,Los Angeles,CA,3985,1216,middle,metro,west
E13187,Houston,TX,2325,1658,middle,other,south
E14047,Dallas,TX,1348,879,middle,other,south
E16150,Philadelphia,PA,1585,348,middle,other,east
E16013,Los Angeles,CA,3985,1216,middle,metro,west
E16567,New York,NY,8177,778,big,metro,east
E17230,New York,NY,8177,778,big,metro,east
E12947,San Diego,CA,1429,844,middle,sightseeing,west
E14828,Phoenix,AZ,1759,1341,middle,other,west
E16839,New York,NY,8177,778,big,metro,east
E16019,New York,NY,8177,778,big,metro,east
E16551,New York,NY,8177,778,big,metro,east
E13842,New York,NY,8177,778,big,metro,east
E15194,Philadelphia,PA,1585,348,middle,other,east
E16889,Los Angeles,CA,3985,1216,middle,metro,west
E16473,Chicago,IL,2671,589,middle,metro,east
E12829,New York,NY,8177,778,big,metro,east
E13750,Philadelphia,PA,1585,348,middle,other,east
E13426,Dallas,TX,1348,879,middle,other,south
E13534,Philadelphia,PA,1585,348,middle,other,east
E14217,Chicago,IL,2671,589,middle,metro,east
E15607,San Jose,CA,1003,461,middle,sightseeing,west
E15139,San Antonio,TX,1598,1291,middle,other,south
E16779,Los Angeles,CA,3985,1216,middle,metro,west
E14298,Chicago,IL,2671,589,middle,metro,east
E17707,Miami,FL,483,93,small,sightseeing,south
E15649,Houston,TX,2325,1658,middle,other,south
E18198,Los Angeles,CA,3985,1216,middle,metro,west
E15601,New York,NY,8177,778,big,metro,east
E18179,Los Angeles,CA,3985,1216,middle,metro,west
E17284,New York,NY,8177,778,big,metro,east
E13233,Chicago,IL,2671,589,middle,metro,east
E14889,Los Angeles,CA,3985,1216,middle,metro,west
E16955,Philadelphia,PA,1585,348,middle,other,east
E14672,San Antonio,TX,1598,1291,middle,other,south
E13593,Chicago,IL,2671,589,middle,metro,east
E14867,New York,NY,8177,778,big,metro,east
E15485,Houston,TX,2325,1658,middle,other,south
E17243,Philadelphia,PA,1585,348,middle,other,east
E16923,San Diego,CA,1429,844,middle,sightseeing,west
E15465,New York,NY,8177,778,big,metro,east
E13162,Los Angeles,CA,3985,1216,middle,metro,west
E13183,New York,NY,8177,778,big,metro,east
E13668,New York,NY,8177,778,big,metro,east
E17095,Chicago,IL,2671,589,middle,metro,east
E17796,Chicago,IL,2671,589,middle,metro,east
E12939,Phoenix,AZ,1759,1341,middle,other,west
E14810,Los Angeles,CA,3985,1216,middle,metro,west
E14800,San Diego,CA,1429,844,middle,sightseeing,west
E15611,Las Vegas,NV,675,367,small,sightseeing,west
E14472,Phoenix,AZ,1759,1341,middle,other,west
E17114,Chicago,IL,2671,589,middle,metro,east
E13758,San Antonio,TX,1598,1291,middle,other,south
E15708,Phoenix,AZ,1759,1341,middle,other,west
E15059,Miami,FL,483,93,small,sightseeing,south
E16326,New York,NY,8177,778,big,metro,east
E17128,New York,NY,8177,778,big,metro,east
E14761,Las Vegas,NV,675,367,small,sightseeing,west
E17555,Los Angeles,CA,3985,1216,middle,metro,west
E13102,Houston,TX,2325,1658,middle,other,south
E13069,Chicago,IL,2671,589,middle,metro,east
E16735,San Antonio,TX,1598,1291,middle,other,south
E16833,New York,NY,8177,778,big,metro,east
E17800,New York,NY,8177,778,big,metro,east
E16748,Las Vegas,NV,675,367,small,sightseeing,west
E14755,Houston,TX,2325,1658,middle,other,south
E16549,San Antonio,TX,1598,1291,middle,other,south
E15005,Miami,FL,483,93,small,sightseeing,south
E17757,Las Vegas,NV,675,367,small,sightseeing,west
E13565,San Antonio,TX,1598,1291,middle,other,south
E18260,San Diego,CA,1429,844,middle,sightseeing,west
E17218,Miami,FL,483,93,small,sightseeing,south
E15799,New York,NY,8177,778,big,metro,east
E15107,Las Vegas,NV,675,367,small,sightseeing,west
E14395,Los Angeles,CA,3985,1216,middle,metro,west
E18032,New York,NY,8177,778,big,metro,east
E13451,New York,NY,8177,778,big,metro,east
E14794,Houston,TX,2325,1658,middle,other,south
E16350,Philadelphia,PA,1585,348,middle,other,east
E18171,Houston,TX,2325,1658,middle,other,south
E16279,Los Angeles,CA,3985,1216,middle,metro,west
E13004,New York,NY,8177,778,big,metro,east
E15100,Philadelphia,PA,1585,348,middle,other,east
E17811,Houston,TX,2325,1658,middle,other,south
E16850,Los Angeles,CA,3985,1216,middle,metro,west
E14321,Los Angeles,CA,3985,1216,middle,metro,west
E15326,San Antonio,TX,1598,1291,middle,other,south
E17849,New York,NY,8177,778,big,metro,east
E13672,San Diego,CA,1429,844,middle,sightseeing,west
E14229,New York,NY,8177,778,big,metro,east
E17381,Phoenix,AZ,1759,1341,middle,other,west
E13107,Houston,TX,2325,1658,middle,other,south
E16497,Chicago,IL,2671,589,middle,metro,east
E16303,San Antonio,TX,1598,1291,middle,other,south
E14060,New York,NY,8177,778,big,metro,east
E17406,Chicago,IL,2671,589,middle,metro,east
E15044,Phoenix,AZ,1759,1341,middle,other,west
E17739,San Jose,CA,1003,461,middle,sightseeing,west
E15281,Chicago,IL,2671,589,middle,metro,east
E15867,San Antonio,TX,1598,1291,middle,other,south
E17450,San Diego,CA,1429,844,middle,sightseeing,west
E13473,Phoenix,AZ,1759,1341,middle,other,west
E14320,Philadelphia,PA,1585,348,middle,other,east
E16670,New York,NY,8177,778,big,metro,east
E15640,Phoenix,AZ,1759,1341,middle,other,west
E13491,Honolulu,HI,339,156,small,sightseeing,other
E17742,New York,NY,8177,778,big,metro,east
E16122,New York,NY,8177,778,big,metro,east
E16351,San Antonio,TX,1598,1291,middle,other,south
E13468,Los Angeles,CA,3985,1216,middle,metro,west
E13144,New York,NY,8177,778,big,metro,east
E15346,Las Vegas,NV,675,367,small,sightseeing,west
E15370,New York,NY,8177,778,big,metro,east
E17629,Dallas,TX,1348,879,middle,other,south
E16203,Houston,TX,2325,1658,middle,other,south
E14295,San Jose,CA,1003,461,middle,sightseeing,west
E16034,San Antonio,TX,1598,1291,middle,other,south
E13078,Houston,TX,2325,1658,middle,other,south
E17365,New York,NY,8177,778,big,metro,east
E15189,Los Angeles,CA,3985,1216,middle,metro,west
E14669,Los Angeles,CA,3985,1216,middle,metro,west
E18095,New York,NY,8177,778,big,metro,east
E15518,New York,NY,8177,778,big,metro,east
E15749,Los Angeles,CA,3985,1216,middle,metro,west
E14209,Phoenix,AZ,1759,1341,middle,other,west
E16042,New York,NY,8177,778,big,metro,east
E15569,San Diego,CA,1429,844,middle,sightseeing,west
E17569,Dallas,TX,1348,879,middle,other,south
E13784,San Antonio,TX,1598,1291,middle,other,south
E14733,Honolulu,HI,339,156,small,sightseeing,other
E13862,Phoenix,AZ,1759,1341,middle,other,west
E16791,Philadelphia,PA,1585,348,middle,other,east
E16235,Las Vegas,NV,675,367,small,sightseeing,west
E15602,Dallas,TX,1348,879,middle,other,south
E14270,New York,NY,8177,778,big,metro,east
E15197,New York,NY,8177,778,big,metro,east
E16655,Dallas,TX,1348,879,middle,other,south
E16359,Chicago,IL,2671,589,middle,metro,east
E17965,San Jose,CA,1003,461,middle,sightseeing,west
E15953,New York,NY,8177,778,big,metro,east
E17324,San Antonio,TX,1598,1291,middle,other,south
E16701,New York,NY,8177,778,big,metro,east
E12980,Philadelphia,PA,1585,348,middle,other,east
E13267,Phoenix,AZ,1759,1341,middle,other,west
E14748,Dallas,TX,1348,879,middle,other,south
E13113,San Antonio,TX,1598,1291,middle,other,south
E16554,New York,NY,8177,778,big,metro,east
E15939,New York,NY,8177,778,big,metro,east
E14587,New York,NY,8177,778,big,metro,east
E14715,San Antonio,TX,1598,1291,middle,other,south
E17338,New York,NY,8177,778,big,metro,east
E14185,New York,NY,8177,778,big,metro,east
E14040,Philadelphia,PA,1585,348,middle,other,east
E15727,Chicago,IL,2671,589,middle,metro,east
E14514,New York,NY,8177,778,big,metro,east
E12868,Chicago,IL,2671,589,middle,metro,east
E15171,New York,NY,8177,778,big,metro,east
E14167,New York,NY,8177,778,big,metro,east
E15291,New York,NY,8177,778,big,metro,east
E17048,San Diego,CA,1429,844,middle,sightseeing,west
E16525,Chicago,IL,2671,589,middle,metro,east
E17364,New York,NY,8177,778,big,metro,east
E13284,Dallas,TX,1348,879,middle,other,south
E17068,New York,NY,8177,778,big,metro,east
E15290,Philadelphia,PA,1585,348,middle,other,east
E16500,San Jose,CA,1003,461,middle,sightseeing,west
E12951,San Diego,CA,1429,844,middle,sightseeing,west
E15835,Los Angeles,CA,3985,1216,middle,metro,west
E18190,Philadelphia,PA,1585,348,middle,other,east
E16161,New York,NY,8177,778,big,metro,east
E13993,Dallas,TX,1348,879,middle,other,south
E17848,Houston,TX,2325,1658,middle,other,south
E17581,Dallas,TX,1348,879,middle,other,south
E14114,San Antonio,TX,1598,1291,middle,other,south
E15447,San Antonio,TX,1598,1291,middle,other,south
E17019,New York,NY,8177,778,big,metro,east
E15694,Chicago,IL,2671,589,middle,metro,east
E14085,San Jose,CA,1003,461,middle,sightseeing,west
E16315,Houston,TX,2325,1658,middle,other,south
E14978,New York,NY,8177,778,big,metro,east
E16395,New York,NY,8177,778,big,metro,east
E15510,Chicago,IL,2671,589,middle,metro,east
E16503,Honolulu,HI,339,156,small,sightseeing,other
E13614,Honolulu,HI,339,156,small,sightseeing,other
E15513,New York,NY,8177,778,big,metro,east
E13246,Los Angeles,CA,3985,1216,middle,metro,west
E14215,San Jose,CA,1003,461,middle,sightseeing,west
E18092,Philadelphia,PA,1585,348,middle,other,east
E17744,San Jose,CA,1003,461,middle,sightseeing,west
E15916,Las Vegas,NV,675,367,small,sightseeing,west
E15687,Philadelphia,PA,1585,348,middle,other,east
E18085,San Jose,CA,1003,461,middle,sightseeing,west
E16775,Los Angeles,CA,3985,1216,middle,metro,west
E16493,New York,NY,8177,778,big,metro,east
E13385,Los Angeles,CA,3985,1216,middle,metro,west
E15626,Los Angeles,CA,3985,1216,middle,metro,west
E15615,New York,NY,8177,778,big,metro,east
E16233,New York,NY,8177,778,big,metro,east
E18229,Los Angeles,CA,3985,1216,middle,metro,west
E13777,Chicago,IL,2671,589,middle,metro,east
E15213,Phoenix,AZ,1759,1341,middle,other,west
E13854,Los Angeles,CA,3985,1216,middle,metro,west
E12877,San Diego,CA,1429,844,middle,sightseeing,west
E13090,San Antonio,TX,1598,1291,middle,other,south
E14175,Los Angeles,CA,3985,1216,middle,metro,west
E18106,New York,NY,8177,778,big,metro,east
E17685,New York,NY,8177,778,big,metro,east
E15159,Philadelphia,PA,1585,348,middle,other,east
E15033,Houston,TX,2325,1658,middle,other,south
E15570,New York,NY,8177,778,big,metro,east
E14329,New York,NY,8177,778,big,metro,east
E17402,New York,NY,8177,778,big,metro,east
E16638,New York,NY,8177,778,big,metro,east
E17954,Chicago,IL,2671,589,middle,metro,east
E14099,New York,NY,8177,778,big,metro,east
E15854,Phoenix,AZ,1759,1341,middle,other,west
E13455,Los Angeles,CA,3985,1216,middle,metro,west
E17961,New York,NY,8177,778,big,metro,east
E16746,Dallas,TX,1348,879,middle,other,south
E16401,New York,NY,8177,778,big,metro,east
E16206,Dallas,TX,1348,879,middle,other,south
E13782,San Diego,CA,1429,844,middle,sightseeing,west
E12924,New York,NY,8177,778,big,metro,east
E16593,New York,NY,8177,778,big,metro,east
E15535,Los Angeles,CA,3985,1216,middle,metro,west
E12989,Phoenix,AZ,1759,1341,middle,other,west
E13700,New York,NY,8177,778,big,metro,east
E13064,Phoenix,AZ,1759,1341,middle,other,west
E13048,New York,NY,8177,778,big,metro,east
E18069,Los Angeles,CA,3985,1216,middle,metro,west
E13634,Dallas,TX,1348,879,middle,other,south
E14404,Chicago,IL,2671,589,middle,metro,east
E16059,Phoenix,AZ,1759,1341,middle,other,west
E16843,Dallas,TX,1348,879,middle,other,south
E17064,Chicago,IL,2671,589,middle,metro,east
E17609,New York,NY,8177,778,big,metro,east
E15673,Chicago,IL,2671,589,middle,metro,east
E12872,Phoenix,AZ,1759,1341,middle,other,west
E14976,New York,NY,8177,778,big,metro,east
E13527,Phoenix,AZ,1759,1341,middle,other,west
E13155,New York,NY,8177,778,big,metro,east
E15696,Chicago,IL,2671,589,middle,metro,east
E14176,New York,NY,8177,778,big,metro,east
E15316,New York,NY,8177,778,big,metro,east
E18223,Chicago,IL,2671,589,middle,metro,east
E15296,New York,NY,8177,778,big,metro,east
E17988,Phoenix,AZ,1759,1341,middle,other,west
E17690,Houston,TX,2325,1658,middle,other,south
E12820,Houston,TX,2325,1658,middle,other,south
E13001,New York,NY,8177,778,big,metro,east
E13982,Los Angeles,CA,3985,1216,middle,metro,west
E14101,Los Angeles,CA,3985,1216,middle,metro,west
E14525,Houston,TX,2325,1658,middle,other,south
E17288,Los Angeles,CA,3985,1216,middle,metro,west
E14667,New York,NY,8177,778,big,metro,east
E15596,San Antonio,TX,1598,1291,middle,other,south
E14898,New York,NY,8177,778,big,metro,east
E13769,New York,NY,8177,778,big,metro,east
E13209,New York,NY,8177,778,big,metro,east
E14238,Chicago,IL,2671,589,middle,metro,east
E17730,Chicago,IL,2671,589,middle,metro,east
E13983,Phoenix,AZ,1759,1341,middle,other,west
E13929,San Diego,CA,1429,844,middle,sightseeing,west
E14657,New York,NY,8177,778,big,metro,east
E15738,Los Angeles,CA,3985,1216,middle,metro,west
E13859,Phoenix,AZ,1759,1341,middle,other,west
E18212,San Diego,CA,1429,844,middle,sightseeing,west
E14292,New York,NY,8177,778,big,metro,east
E13883,New York,NY,8177,778,big,metro,east
E18233,San Diego,CA,1429,844,middle,sightseeing,west
E17018,Chicago,IL,2671,589,middle,metro,east
E14242,New York,NY,8177,778,big,metro,east
E14688,New York,NY,8177,778,big,metro,east
E12346,Houston,TX,2325,1658,middle,other,south
E13898,New York,NY,8177,778,big,metro,east
E16948,New York,NY,8177,778,big,metro,east
E17491,Houston,TX,2325,1658,middle,other,south
E16997,Chicago,IL,2671,589,middle,metro,east
E14696,Dallas,TX,1348,879,middle,other,south
E15395,New York,NY,8177,778,big,metro,east
E18118,Los Angeles,CA,3985,1216,middle,metro,west
E15023,Phoenix,AZ,1759,1341,middle,other,west
E13984,Los Angeles,CA,3985,1216,middle,metro,west
E13693,Chicago,IL,2671,589,middle,metro,east
E14415,Houston,TX,2325,1658,middle,other,south
E13263,Chicago,IL,2671,589,middle,metro,east
E14428,New York,NY,8177,778,big,metro,east
E17576,Houston,TX,2325,1658,middle,other,south
E17419,San Diego,CA,1429,844,middle,sightseeing,west
E17708,Chicago,IL,2671,589,middle,metro,east
E17091,New York,NY,8177,778,big,metro,east
E14090,Dallas,TX,1348,879,middle,other,south
E14769,San Antonio,TX,1598,1291,middle,other,south
E16904,Las Vegas,NV,675,367,small,sightseeing,west
E17722,Los Angeles,CA,3985,1216,middle,metro,west
E15606,Los Angeles,CA,3985,1216,middle,metro,west
E12826,San Diego,CA,1429,844,middle,sightseeing,west
E14307,New York,NY,8177,778,big,metro,east
E15831,New York,NY,8177,778,big,metro,east
E13310,Los Angeles,CA,3985,1216,middle,metro,west
E17611,New York,NY,8177,778,big,metro,east
E14916,New York,NY,8177,778,big,metro,east
E17602,New York,NY,8177,778,big,metro,east
E17231,Houston,TX,2325,1658,middle,other,south
E14572,New York,NY,8177,778,big,metro,east
E13502,New York,NY,8177,778,big,metro,east
E14784,New York,NY,8177,778,big,metro,east
E15938,Phoenix,AZ,1759,1341,middle,other,west
E17418,Los Angeles,CA,3985,1216,middle,metro,west
E14779,Los Angeles,CA,3985,1216,middle,metro,west
E15529,Dallas,TX,1348,879,middle,other,south
E15262,Philadelphia,PA,1585,348,middle,other,east
E17787,Las Vegas,NV,675,367,small,sightseeing,west
E17862,Los Angeles,CA,3985,1216,middle,metro,west
E14735,New York,NY,8177,778,big,metro,east
E16892,Phoenix,AZ,1759,1341,middle,other,west
E12747,New York,NY,8177,778,big,metro,east
E17771,Los Angeles,CA,3985,1216,middle,metro,west
E15422,Philadelphia,PA,1585,348,middle,other,east
E14062,Los Angeles,CA,3985,1216,middle,metro,west
E13008,New York,NY,8177,778,big,metro,east
E14770,New York,NY,8177,778,big,metro,east
E16912,San Diego,CA,1429,844,middle,sightseeing,west
E14309,Dallas,TX,1348,879,middle,other,south
E14713,Chicago,IL,2671,589,middle,metro,east
E15174,New York,NY,8177,778,big,metro,east
E14895,New York,NY,8177,778,big,metro,east
E18061,Phoenix,AZ,1759,1341,middle,other,west
E17504,Philadelphia,PA,1585,348,middle,other,east
E17890,Philadelphia,PA,1585,348,middle,other,east
E16387,Chicago,IL,2671,589,middle,metro,east
E16618,New York,NY,8177,778,big,metro,east
E17277,New York,NY,8177,778,big,metro,east
E14441,Chicago,IL,2671,589,middle,metro,east
E13999,Phoenix,AZ,1759,1341,middle,other,west
E14088,Miami,FL,483,93,small,sightseeing,south
E16928,Phoenix,AZ,1759,1341,middle,other,west
E17094,Dallas,TX,1348,879,middle,other,south
E13969,Chicago,IL,2671,589,middle,metro,east
E17238,Dallas,TX,1348,879,middle,other,south
E14692,Phoenix,AZ,1759,1341,middle,other,west
E14092,Los Angeles,CA,3985,1216,middle,metro,west
E12970,Los Angeles,CA,3985,1216,middle,metro,west
E16210,Las Vegas,NV,675,367,small,sightseeing,west
E18239,Houston,TX,2325,1658,middle,other,south
E17306,New York,NY,8177,778,big,metro,east
E18037,Houston,TX,2325,1658,middle,other,south
E17799,Las Vegas,NV,675,367,small,sightseeing,west
E15658,New York,NY,8177,778,big,metro,east
E17677,San Diego,CA,1429,844,middle,sightseeing,west
E17889,Chicago,IL,2671,589,middle,metro,east
E17644,Los Angeles,CA,3985,1216,middle,metro,west
E17714,Las Vegas,NV,675,367,small,sightseeing,west
E12916,San Antonio,TX,1598,1291,middle,other,south
E17769,Chicago,IL,2671,589,middle,metro,east
E14450,New York,NY,8177,778,big,metro,east
E16085,San Diego,CA,1429,844,middle,sightseeing,west
E13659,Los Angeles,CA,3985,1216,middle,metro,west
E16931,New York,NY,8177,778,big,metro,east
E15167,San Diego,CA,1429,844,middle,sightseeing,west
E13050,New York,NY,8177,778,big,metro,east
E15443,New York,NY,8177,778,big,metro,east
E13230,Los Angeles,CA,3985,1216,middle,metro,west
E14224,Los Angeles,CA,3985,1216,middle,metro,west
E17858,San Diego,CA,1429,844,middle,sightseeing,west
E13742,Los Angeles,CA,3985,1216,middle,metro,west
E17673,San Jose,CA,1003,461,middle,sightseeing,west
E16983,Chicago,IL,2671,589,middle,metro,east
E14068,Miami,FL,483,93,small,sightseeing,south
E13068,Dallas,TX,1348,879,middle,other,south
E16477,Chicago,IL,2671,589,middle,metro,east
E14744,New York,NY,8177,778,big,metro,east
E14796,Chicago,IL,2671,589,middle,metro,east
E14368,New York,NY,8177,778,big,metro,east
E15497,Chicago,IL,2671,589,middle,metro,east
E16558,Houston,TX,2325,1658,middle,other,south
E13819,New York,NY,8177,778,big,metro,east
E14501,San Diego,CA,1429,844,middle,sightseeing,west
E14782,New York,NY,8177,778,big,metro,east
E16782,Los Angeles,CA,3985,1216,middle,metro,west
E17861,New York,NY,8177,778,big,metro,east
E14334,San Jose,CA,1003,461,middle,sightseeing,west
E17591,Philadelphia,PA,1585,348,middle,other,east
E18161,Philadelphia,PA,1585,348,middle,other,east
E15820,San Diego,CA,1429,844,middle,sightseeing,west
E18136,Chicago,IL,2671,589,middle,metro,east
E16660,Houston,TX,2325,1658,middle,other,south
E13396,San Antonio,TX,1598,1291,middle,other,south
E15179,Dallas,TX,1348,879,middle,other,south
E12935,Phoenix,AZ,1759,1341,middle,other,west
E16730,Philadelphia,PA,1585,348,middle,other,east
E14541,Houston,TX,2325,1658,middle,other,south
E16168,Houston,TX,2325,1658,middle,other,south
E15078,Chicago,IL,2671,589,middle,metro,east
E13551,New York,NY,8177,778,big,metro,east
E15797,Los Angeles,CA,3985,1216,middle,metro,west
E13117,San Antonio,TX,1598,1291,middle,other,south
E15052,Houston,TX,2325,1658,middle,other,south
E17001,New York,NY,8177,778,big,metro,east
E14130,Chicago,IL,2671,589,middle,metro,east
E15222,San Diego,CA,1429,844,middle,sightseeing,west
E13615,Chicago,IL,2671,589,middle,metro,east
E13901,Houston,TX,2325,1658,middle,other,south
E14113,San Antonio,TX,1598,1291,middle,other,south
E13158,Los Angeles,CA,3985,1216,middle,metro,west
E18075,New York,NY,8177,778,big,metro,east
E18077,Los Angeles,CA,3985,1216,middle,metro,west
E14257,Los Angeles,CA,3985,1216,middle,metro,west
E14409,Los Angeles,CA,3985,1216,middle,metro,west
E15218,Philadelphia,PA,1585,348,middle,other,east
E14543,Las Vegas,NV,675,367,small,sightseeing,west
E15110,Phoenix,AZ,1759,1341,middle,other,west
E14534,Dallas,TX,1348,879,middle,other,south
E15967,New York,NY,8177,778,big,metro,east
E16757,Houston,TX,2325,1658,middle,other,south
E12854,New York,NY,8177,778,big,metro,east
E18144,San Antonio,TX,1598,1291,middle,other,south
E18008,New York,NY,8177,778,big,metro,east
E18277,Las Vegas,NV,675,367,small,sightseeing,west
E14849,San Antonio,TX,1598,1291,middle,other,south
E14389,Los Angeles,CA,3985,1216,middle,metro,west
E17236,New York,NY,8177,778,big,metro,east
E16531,Dallas,TX,1348,879,middle,other,south
E13703,San Diego,CA,1429,844,middle,sightseeing,west
